00000,00001,10000,00010,00100,01000,01100,10001,10010,10100,11000,11001,11010,11100,11111,00011,00101,00110,00111,01001,01010,01101,01110,10011,10101,10110,11011,11110,01011,01111,10111,11101
37,39,24,32,35,25,27,32.0,36.0,27.0,30.0,29.0,36.0,35.0,29.0,26.0,27.0,24.0,42.0,39.0,27.0,30.0,32.0,26.0,28.0,36.0,35.0,29.0,26.0,31.0,28.0,41.0
30,39,33,37,38,29,29,42.0,45.0,25.0,32.0,25.0,45.0,26.0,34.0,25.0,31.0,32.0,19.0,26.0,32.0,24.0,27.0,34.0,19.0,36.0,38.0,25.0,24.0,33.0,34.0,32.0
38,36,32,40,42,34,36,36.0,31.0,33.0,38.0,26.0,33.0,32.0,24.0,22.0,30.0,32.0,23.0,26.0,34.0,29.0,30.0,27.0,34.0,33.0,25.0,35.0,18.0,24.0,35.0,32.0
36,36,36,33,25,35,33,33.0,34.0,42.0,31.0,37.0,25.0,29.0,28.0,25.0,35.0,26.0,26.0,34.0,42.0,25.0,31.0,36.0,32.0,28.0,21.0,27.0,34.0,27.0,32.0,26.0
38,30,30,36,32,23,37,30.0,40.0,27.0,28.0,22.0,37.0,29.0,25.0,37.0,35.0,37.0,30.0,47.0,26.0,39.0,22.0,23.0,21.0,43.0,24.0,24.0,31.0,33.0,30.0,34.0
31,27,29,43,28,26,28,35.0,34.0,33.0,29.0,31.0,30.0,30.0,33.0,33.0,28.0,34.0,29.0,31.0,43.0,24.0,18.0,27.0,27.0,49.0,28.0,37.0,41.0,26.0,30.0,28.0
35,44,30,41,34,30,26,33.0,41.0,28.0,25.0,28.0,34.0,35.0,18.0,26.0,33.0,38.0,34.0,29.0,36.0,25.0,33.0,27.0,32.0,21.0,37.0,26.0,23.0,24.0,32.0,42.0
31,42,30,41,31,30,33,37.0,29.0,34.0,30.0,28.0,37.0,32.0,24.0,29.0,25.0,39.0,21.0,35.0,27.0,31.0,29.0,26.0,25.0,30.0,31.0,34.0,40.0,36.0,24.0,29.0
34,21,26,36,42,27,36,42.0,27.0,35.0,31.0,37.0,33.0,32.0,22.0,34.0,41.0,24.0,37.0,38.0,31.0,33.0,21.0,26.0,26.0,31.0,23.0,29.0,38.0,33.0,31.0,23.0
37,26,37,30,38,38,31,28.0,26.0,28.0,36.0,33.0,32.0,43.0,22.0,41.0,34.0,36.0,28.0,33.0,35.0,28.0,27.0,29.0,30.0,26.0,32.0,24.0,36.0,29.0,22.0,25.0
37,25,28,38,50,32,31,41.0,32.0,35.0,33.0,32.0,35.0,29.0,25.0,20.0,40.0,36.0,33.0,19.0,41.0,24.0,35.0,28.0,30.0,32.0,33.0,21.0,23.0,28.0,28.0,26.0
42,28,26,29,30,24,33,35.0,39.0,27.0,32.0,26.0,28.0,33.0,27.0,35.0,25.0,36.0,28.0,32.0,41.0,34.0,33.0,38.0,30.0,35.0,25.0,37.0,32.0,24.0,24.0,32.0
40,35,36,33,36,37,25,26.0,31.0,30.0,35.0,30.0,32.0,31.0,26.0,21.0,32.0,29.0,31.0,34.0,24.0,33.0,30.0,32.0,38.0,28.0,34.0,25.0,39.0,27.0,30.0,30.0
45,27,36,26,36,29,38,30.0,28.0,27.0,35.0,30.0,44.0,28.0,28.0,31.0,35.0,28.0,28.0,30.0,29.0,26.0,31.0,34.0,33.0,38.0,21.0,34.0,31.0,29.0,26.0,29.0
33,28,32,38,26,38,25,31.0,24.0,41.0,30.0,32.0,32.0,37.0,31.0,27.0,28.0,38.0,31.0,26.0,36.0,32.0,24.0,42.0,34.0,31.0,31.0,20.0,31.0,24.0,37.0,30.0
33,23,28,24,40,39,26,25.0,35.0,34.0,30.0,36.0,27.0,41.0,36.0,27.0,34.0,37.0,39.0,36.0,34.0,24.0,31.0,27.0,32.0,37.0,21.0,29.0,19.0,36.0,32.0,28.0
30,41,23,24,26,38,38,33.0,28.0,41.0,28.0,25.0,35.0,33.0,26.0,31.0,27.0,37.0,32.0,19.0,34.0,32.0,27.0,28.0,37.0,33.0,34.0,34.0,34.0,29.0,34.0,29.0
35,35,33,38,32,28,33,33.0,27.0,35.0,32.0,38.0,33.0,24.0,28.0,25.0,32.0,44.0,36.0,33.0,31.0,40.0,26.0,31.0,31.0,28.0,32.0,28.0,23.0,24.0,26.0,26.0
51,42,32,38,32,41,42,22.0,27.0,27.0,32.0,28.0,28.0,33.0,18.0,30.0,20.0,25.0,31.0,20.0,39.0,24.0,28.0,44.0,29.0,36.0,33.0,36.0,26.0,25.0,26.0,35.0
43,31,33,30,32,32,20,28.0,26.0,36.0,28.0,31.0,30.0,23.0,31.0,34.0,30.0,25.0,38.0,28.0,34.0,32.0,33.0,27.0,34.0,36.0,32.0,27.0,35.0,38.0,34.0,29.0
29,47,24,38,36,40,24,37.0,28.0,24.0,26.0,32.0,33.0,28.0,33.0,34.0,31.0,23.0,32.0,35.0,38.0,31.0,28.0,20.0,37.0,29.0,28.0,28.0,34.0,25.0,40.0,28.0
34,39,40,43,35,34,24,37.0,29.0,32.0,24.0,20.0,36.0,24.0,28.0,27.0,35.0,31.0,32.0,29.0,40.0,27.0,21.0,35.0,29.0,38.0,39.0,36.0,26.0,24.0,27.0,25.0
37,41,40,38,28,33,26,38.0,41.0,32.0,29.0,30.0,30.0,37.0,20.0,26.0,38.0,38.0,31.0,32.0,30.0,27.0,31.0,24.0,21.0,25.0,25.0,30.0,36.0,22.0,23.0,41.0
