frequency_ghz,transition_probability
4.9566892552207635,0.0537109375
4.957289255220763,0.0791015625
4.957889255220763,0.05517578125
4.958489255220763,0.02099609375
4.959089255220763,0.06591796875
4.959689255220764,0.109375
4.960289255220763,0.06298828125
4.9608892552207635,0.03955078125
4.961489255220763,0.14794921875
4.962089255220763,0.18505859375
4.962689255220763,0.078125
4.963289255220763,0.08544921875
4.963889255220764,0.23046875
4.964489255220763,0.265625
4.9650892552207635,0.10693359375
4.965689255220763,0.16259765625
4.966289255220763,0.4345703125
4.966889255220763,0.37353515625
4.967489255220763,0.1669921875
4.968089255220764,0.3056640625
4.968689255220763,0.64501953125
4.9692892552207635,0.62109375
4.969889255220763,0.29931640625
4.970489255220763,0.447265625
4.971089255220763,0.8173828125
4.971689255220763,0.9423828125
4.972289255220764,0.79443359375
4.972889255220763,0.3955078125
4.9734892552207635,0.31005859375
4.974089255220763,0.6298828125
4.974689255220763,0.65478515625
4.975289255220763,0.31884765625
4.975889255220763,0.19189453125
4.976489255220764,0.3935546875
4.977089255220763,0.41748046875
4.977689255220763,0.17041015625
4.978289255220763,0.111328125
4.978889255220763,0.25830078125
4.979489255220763,0.2646484375
4.980089255220763,0.07666015625
4.980689255220764,0.07470703125
4.981289255220763,0.1611328125
4.981889255220763,0.13818359375
4.982489255220763,0.04638671875
4.983089255220763,0.052734375
4.983689255220763,0.111328125
4.984289255220763,0.072265625
4.9848892552207635,0.03173828125
4.985489255220763,0.05810546875
4.986089255220763,0.07080078125
