date,time,pulse_type,A,l,p,x0,B,pi_amp,half_amp,drive_freq,duration,sigma,rb,job_id
2023-05-18,10106,lor2,-0.4517654122046417,9999.988721767815,0.0085660056215893,-0.0015272560101999,0.5010051029528849,0.0351536652998224,0.0168117639604604,5090221914.664295,4000,320.0,0,"chiktcc6f7i49rvcdcn0,chiktciae4cj9g99b460"
2023-05-18,10111,lor3,-0.4590967090867518,9999.998705208738,0.0064060007831923,-0.0040187013479984,0.4907989799702345,0.0450304129189115,0.0205039293283789,5090221914.664295,4000,320.0,0,"chiktdr7ca17j32t55ig,chikte37ca17j32t55r0"
2023-05-18,10055,lor,-0.4244189586818521,9999.999998830206,0.0154647568029452,0.0013890490589807,0.5256054670846103,0.0217067706862439,0.0115471118721968,5090221914.664295,4000,320.0,0,"chikt8mpqnphtds6vs00,chikt8qae4cj9g99b0a0"
2023-05-18,423,demkov,-0.4420515420745884,9999.999999928215,0.0108669726992105,-8.451614838288923e-05,0.5127096199344934,0.0288295735818658,0.0143713930847035,5090221914.664295,4000,320.0,0,"chik2n46f7i49rvbjio0,chik2n6pqnphtds664eg"
2023-05-18,419,sech2,-0.4539151487820005,1020.5583730962488,0.1091647633774299,-0.0577343027141531,0.501357117130255,-0.029492081545497,-0.0436240761670433,5090221914.664295,4000,320.0,0,"chik2m6pqnphtds663c0,chik2mepqnphtds663j0"
2023-05-18,417,sech,-0.4405512630119329,9999.999999314075,0.0171425575657825,0.0368526681653989,0.5149234928592619,0.0551818248583026,0.0460165266144696,5090221914.664295,4000,320.0,0,"chik2lmpqnphtds662sg,chik2ltnopt07g0jcqcg"
2023-05-18,426,gauss,-0.4614350776739425,9999.999999733716,0.0097865657736686,-0.00211979739439,0.4914804019847843,0.0299863193981463,0.0139319999995313,5090221914.664295,4000,320.0,0,"chik2nr7ca17j32sc4h0,chik2nupqnphtds665cg"
2023-05-18,111527,lor2,-0.4553875886722777,231.68837997926727,0.3781756076076945,0.0011847545320068,0.4960460415356068,0.0372852614082363,0.0191734014393641,5090221607.571032,2560,320.0,0,chitta1ike34bjndfti0
2023-05-18,111527,lor,-0.4000000000000001,9999.588884982091,0.0238092384365902,0.0073106465320555,0.4803728673298448,0.0205081095548614,0.0139088596775621,5090221607.571032,2560,320.0,0,chittab7ca17j336bs60
2023-05-18,111537,sech2,-0.4533839896185169,233.7082089092108,0.4839673184130957,0.0008668421841701,0.4933316804055313,0.0288305867514476,0.01480140877721,5090221607.571032,2560,320.0,0,chittc46f7i49rvls41g
2023-05-18,111534,sech,-0.4137095433254272,7831.570097541089,0.0218320087024708,0.001322105569766,0.4944839365172891,0.0196999452847726,0.0105101037208258,5090221607.571032,2560,320.0,0,chittb6pqnphtdsgcndg
2023-05-18,111545,demkov,-0.4000000000000001,50.00000000000001,4.778209147709172,0.0065857636347933,0.5255698825542887,0.0201667012635086,0.0132660890459582,5090221607.571032,2560,320.0,0,chittdr7ca17j336c010
2023-05-18,111541,gauss,-0.4633093047199366,503.4263315472092,0.1982592716203377,0.0001787603307673,0.4882932318517439,0.0317534482010966,0.0159413972131903,5090221607.571032,2560,320.0,0,chittcpike34bjndg0m0
2023-05-18,111530,lor3,-0.4667407950440888,206.70017464936612,0.3187159669710023,-6.944599450037299e-05,0.4887370992964115,0.0479842367365729,0.0238654006423198,5090221607.571032,2560,320.0,0,chittaj7ca17j336bsfg
2023-05-18,111553,sq,-0.4410905566650059,60.42422392569499,0.9658554886024467,0.0008161833222386458,0.44806076965247815,0.05609632091064722,0.028087351979891102,5090221607.571032,320,320.0,0,chittib7ca17j336c4f0
