date,time,pulse_type,A,l,p,x0,B,pi_amp,half_amp,drive_freq,duration,sigma,rb,job_id
2023-04-26,172544,lor,-0.47,45.3416435579149,0.6848712318658953,0.0003717272306696,0.45,0.1052154750766192,0.0518527720687529,5300690259.2794285,192,192.0,1,
2023-04-26,172558,lor,-0.47,44.75195525741228,0.8108447810620083,0.0009444205344334,0.45,0.0907099355494855,0.0450106502915131,5300690259.2794285,224,192.0,1,
2023-04-26,172607,lor,-0.47,49.76333075597229,0.8200413943640816,0.0006229133048271,0.4728284606651262,0.0801450786579029,0.0397358911699084,5300690259.2794285,256,192.0,1,
2023-04-26,172618,lor,-0.47,62.51812902928013,0.7810614550642634,0.0001978563733496,0.4729704834703161,0.0662073118327774,0.0327772213834857,5300690259.2794285,320,192.0,1,
2023-04-26,172742,lor2,-0.451707074328883,36.08543416168387,0.8613492798757525,0.0009121789141433,0.4685501132618482,0.1066590122764882,0.0525820183246015,5300690259.2794285,192,192.0,1,
2023-04-26,172754,lor2,-0.4565607540382179,49.14308162493332,0.7939000273690667,0.0005381965936457,0.4724752025407361,0.0837505773367477,0.0414573616066379,5300690259.2794285,256,192.0,1,
2023-04-26,172800,lor2,-0.444174682857505,59.12006694610257,0.777368495743673,0.0005195152499953,0.4599991071386243,0.0707605658061403,0.0351606769855103,5300690259.2794285,320,192.0,1,
2023-04-26,172748,lor2,-0.4586808891170704,42.1462177678366,0.8361805899491247,0.0006500799258826,0.4731944107832032,0.093291211409643,0.0460738175031244,5300690259.2794285,224,192.0,1,
2023-04-26,172817,lor3,-0.4558216590382967,40.78865373959079,0.8391179490351827,0.0013010314784154,0.4733328497337677,0.0968168714321653,0.0481022694335781,5300690259.2794285,224,192.0,1,
2023-04-26,172809,lor3,-0.4598338913078645,36.71871253886931,0.8219643592895457,0.0008047162257245,0.4745616551643323,0.1096191962344335,0.0539957935461895,5300690259.2794285,192,192.0,1,
2023-04-26,172838,lor3,-0.4596748486759353,55.664036995349576,0.7770389748271883,0.0010773825935048,0.4728185749581166,0.0758402907590258,0.0379160063184014,5300690259.2794285,320,192.0,1,
2023-04-26,172833,lor3,-0.4597458161833667,48.29650200659286,0.7720776688725715,0.0002089732519943,0.4745063382529475,0.0873247263507013,0.0430345607365367,5300690259.2794285,256,192.0,1,
2023-04-26,173025,gauss,-0.4583547222116939,38.51672897599736,0.8393753202817468,0.000748274920109,0.4743274059688537,0.1021134856024212,0.0503531424761653,5300690259.2794285,192,192.0,1,
2023-04-26,173043,gauss,-0.4563230576888128,45.04054802457406,0.826446731654478,0.0005020007192393,0.471738252750462,0.0879876829286236,0.0434543374616595,5300690259.2794285,224,192.0,1,
2023-04-26,173103,gauss,-0.4565819074790113,50.66582398663651,0.830578677127548,0.0004989034628385,0.4693102704535922,0.0775679249364078,0.03841685277826,5300690259.2794285,256,192.0,1,
2023-04-26,173125,gauss,-0.453995877363082,62.68838698257956,0.8166103233752687,0.0008684988165443,0.4668682464218218,0.0638284573898531,0.0319438966980574,5300690259.2794285,320,192.0,1,
2023-04-26,173158,sech,-0.4478878965757682,38.05976796011722,0.8563604015832665,0.0007059138058931,0.4636449604013562,0.1013064190762387,0.0499231559676831,5300690259.2794285,192,192.0,1,
2023-04-26,173206,sech,-0.4406764768139908,45.09583035700226,0.8343956948524276,0.0008621475730417,0.4562108841883472,0.0874042326143267,0.0433522055437573,5300690259.2794285,224,192.0,1,
2023-04-26,173211,sech,-0.4556873572052986,49.86313949485047,0.8560872501530348,0.0006998741036286,0.4722613104691882,0.0767161861934506,0.0380897788816796,5300690259.2794285,256,192.0,1,
2023-04-26,173215,sech,-0.4513155748457792,63.11489787410791,0.8284509666695418,0.0010632879732369,0.4683517722022142,0.0626931163370579,0.0314849133616156,5300690259.2794285,320,192.0,1,
2023-04-26,173218,sech2,-0.4540847775207291,36.68295581211343,0.8803187594825507,0.0008443630516942,0.4692166833241975,0.1025493745511094,0.0505590065948434,5300690259.2794285,192,192.0,1,
2023-04-26,173222,sech2,-0.4357308969398518,44.27957034086228,0.8357330648877944,0.0009117542394355,0.4532394026433915,0.0889681941292781,0.0441301292550965,5300690259.2794285,224,192.0,1,
2023-04-26,173225,sech2,-0.4598345796616855,50.467172535494704,0.8244590859079276,0.0004516377822812,0.4758379445352883,0.0784083575282865,0.038803799912689,5300690259.2794285,256,192.0,1,
2023-04-26,173228,sech2,-0.4391433187415647,62.01438692950857,0.8132700845216823,0.0008726136510589,0.4549119526468124,0.0647964186194376,0.0324191595068756,5300690259.2794285,320,192.0,1,
2023-04-26,173258,demkov,-0.4456388755273009,32.917843449134935,0.6939473143331242,0.0003869290600731,0.45944364732009,0.1449277899440435,0.0708458700342824,5300690259.2794285,192,192.0,1,
2023-04-26,173304,demkov,-0.4503501246889647,39.71130509202913,0.6556329490285109,0.0003362783045564,0.4728642037145999,0.1260400604124959,0.0618935425362655,5300690259.2794285,224,192.0,1,
2023-04-26,173311,demkov,-0.4236047198734822,48.95723444251774,0.5926842691037065,-0.0001597409870511,0.4440601154228807,0.1117406373702033,0.0548629417276905,5300690259.2794285,256,192.0,1,
2023-04-26,173315,demkov,-0.4350155432721645,60.54704285960072,0.5805612140936576,0.0004115394892591,0.4557170448232936,0.0921871858451325,0.0456881933121562,5300690259.2794285,320,192.0,1,
2023-04-26,173347,sin,-0.4495067196701278,37.12568917234503,0.8548100115562229,0.0005739308964638,0.4739776705996939,0.1040080198533277,0.0511481875921243,5300690259.2794285,192,180.0,1,
