frequency_ghz,transition_probability
4.956684962879874,0.0283203125
4.957059962879874,0.02783203125
4.957434962879873,0.02490234375
4.957809962879873,0.021484375
4.958184962879873,0.02880859375
4.958559962879873,0.02978515625
4.958934962879873,0.04638671875
4.959309962879873,0.048828125
4.959684962879873,0.06103515625
4.960059962879873,0.0615234375
4.960434962879873,0.03515625
4.960809962879873,0.03369140625
4.961184962879873,0.04150390625
4.961559962879873,0.06396484375
4.961934962879873,0.072265625
4.962309962879873,0.0634765625
4.962684962879873,0.0615234375
4.963059962879873,0.048828125
4.963434962879873,0.03271484375
4.963809962879873,0.03759765625
4.964184962879873,0.04931640625
4.964559962879873,0.06298828125
4.964934962879873,0.06689453125
4.965309962879873,0.0791015625
4.965684962879873,0.08203125
4.966059962879873,0.05712890625
4.966434962879873,0.0595703125
4.966809962879873,0.06884765625
4.967184962879873,0.10986328125
4.967559962879873,0.19140625
4.967934962879873,0.28271484375
4.968309962879873,0.32666015625
4.968684962879873,0.3173828125
4.969059962879873,0.236328125
4.969434962879873,0.24169921875
4.969809962879873,0.38037109375
4.970184962879873,0.58056640625
4.970559962879873,0.78076171875
4.970934962879873,0.91357421875
4.971309962879873,0.93017578125
4.971684962879873,0.94140625
4.972059962879873,0.88916015625
4.972434962879873,0.74462890625
4.972809962879873,0.4990234375
4.973184962879873,0.27099609375
4.9735599628798735,0.20556640625
4.9739349628798735,0.24169921875
4.9743099628798735,0.36328125
4.9746849628798735,0.40087890625
4.9750599628798735,0.34130859375
4.9754349628798735,0.2197265625
4.9758099628798735,0.15234375
4.9761849628798736,0.1337890625
4.976559962879874,0.14208984375
4.976934962879874,0.1826171875
4.977309962879874,0.18017578125
4.977684962879874,0.13623046875
4.978059962879874,0.0869140625
4.978434962879874,0.06005859375
4.978809962879874,0.04541015625
4.979184962879874,0.07568359375
4.979559962879874,0.07666015625
4.979934962879874,0.0859375
4.980309962879874,0.06005859375
4.980684962879873,0.04052734375
4.981059962879873,0.02880859375
4.981434962879873,0.0263671875
4.981809962879873,0.03173828125
4.982184962879873,0.037109375
4.982559962879873,0.0361328125
4.982934962879873,0.03662109375
4.983309962879873,0.04150390625
4.983684962879873,0.033203125
4.984059962879873,0.02099609375
4.984434962879873,0.02099609375
4.984809962879873,0.033203125
4.985184962879873,0.03515625
4.985559962879873,0.04345703125
4.985934962879873,0.0439453125
4.986309962879873,0.04150390625
