date,time,pulse_type,A,l,p,x0,B,pi_amp,half_amp,drive_freq,duration,sigma,rb,job_id,N,beta
2023-09-22,180111,ipN,-0.4000000000000001,22.985669382970777,14.970202066436489,0.0033228693116004,0.4000000000000001,0.0131400641445266,0.0080512803156775,5235358772.6034,1280,1280.0,0,ck6qoftj1ijk1m6ajbq0,6.0,0.0
2023-09-22,180211,fcq,-0.4784460716138257,292.2577198682333,0.8101129037111532,0.0006581159277877904,0.5031457231966484,0.013998952208838166,0.007310511380571624,5235358772.6034,1280,1280.0,0,ck6qouqd2snjb75t8gh0,1.0,-1.0
